xValues,tValues,Solution
0.469388,0.346939,0.0101501
0.489796,0.346939,0.0179202
0.510204,0.346939,0.0285747
0.530612,0.346939,0.0419163
0.55102,0.346939,0.0574886
0.571429,0.346939,0.0747386
0.591837,0.346939,0.0931483
0.612245,0.346939,0.112304
0.632653,0.346939,0.131911
0.653061,0.346939,0.151776
0.673469,0.346939,0.171772
0.693878,0.346939,0.191814
0.714286,0.346939,0.211814
0.734694,0.346939,0.231658
0.755102,0.346939,0.251164
0.77551,0.346939,0.270062
0.795918,0.346939,0.28798
0.816327,0.346939,0.304459
0.836735,0.346939,0.319002
0.857143,0.346939,0.331131
0.877551,0.346939,0.340524
0.897959,0.346939,0.346826
0.918367,0.346939,0.350997
0.938776,0.346939,0.349121
0.959184,0.346939,0.360688
0.979592,0.346939,0.305042
1,0.346939,0.516063
0,0.367347,0
0.0204082,0.367347,4.13769e-36
0.0408163,0.367347,1.22607e-31
0.0612245,0.367347,2.74998e-28
0.0816327,0.367347,2.14013e-25
0.102041,0.367347,7.97336e-23
0.122449,0.367347,1.65871e-20
0.142857,0.367347,2.11239e-18
0.163265,0.367347,1.75139e-16
0.183673,0.367347,9.88049e-15
